TS,PWR1_POWER,PF1_POWER FACTOR,JAVG_CURRENT AVG,JPH1_CURRENT PH A,JPH2_CURRENT PH B,JPH3_CURRENT PH C,TIPH1_WINDING TEMP A,TIPH2_WINDING TEMP B,TIPH3_WINDING TEMP C,TTIB_MOTOR IB BRG TEMP,TTOB_MOTOR OB BRG TEMP,VTIBX_MOTOR IB BRG VIB X,VTIBY_MOTOR IB BRG VIB Y,VTOBX_MOTOR OB BRG VIB X,VTOBY_MOTOR OB BRG VIB Y
02-01-2020 17:30,0,1,0,0,0,0,100.0479965,100.9581299,100.0138702,84.79042053,106.1600189,0,NaN,0.003814755,0.003814755
02-01-2020 17:40,0,1,0,0,0,0,99.37641144,100.2864456,99.33136749,84.56351471,105.0664368,0,NaN,0.003814755,0.003814755
02-01-2020 17:50,0,1,0,0,0,0,98.87640381,99.55885315,98.64894104,84.56351471,103.9392624,0.003814755,NaN,0.003814755,0.003814755
02-01-2020 18:00,0,1,0,0,0,0,98.19403839,98.87640381,97.96659851,84.56351471,103.0444336,0,NaN,0.003814755,0.00260612
02-01-2020 18:10,0,1,0,0,0,0,97.51174927,98.27735901,97.36764526,84.33660889,102.0618591,0,NaN,0.003814755,0.001397485
02-01-2020 18:20,0,1,0,0,0,0,96.92049408,97.60271454,96.6931076,84.33660889,101.1515503,0,NaN,0.001525902,0.002288853
02-01-2020 18:30,0,1,0,0,0,0,96.37477112,97.15699005,96.14740753,84.33660889,100.3414993,0,NaN,0.003814755,0.002136263
02-01-2020 18:40,0,1,0,0,0,0,95.8007431,96.48283386,95.57339478,84.10971832,99.55885315,0,NaN,0.003814755,0.003814755
02-01-2020 18:50,0,1,0,0,0,0,95.35507202,96.03710938,95.12774658,84.10971832,98.76605225,0,NaN,0.003814755,0.003814755
02-01-2020 19:00,0,1,0,0,0,0,94.78338623,95.46535492,94.55608368,84.10971832,98.09623718,0,NaN,0.003814755,0.001640345
02-01-2020 19:10,0,1,0,0,0,0,94.32878876,95.01070404,94.10150146,83.88282776,97.42305756,0,NaN,0.002327001,0.003814755
02-01-2020 19:20,0,1,0,0,0,0,93.8742218,94.55608368,93.6469574,83.88282776,96.75074005,0,NaN,0.003814755,0.003814755
02-01-2020 19:30,0,1,0,0,0,0,93.41969299,94.10150146,93.19244385,83.65595245,96.14740753,0,NaN,0.003814755,0.001170865
02-01-2020 19:40,0,1,0,0,0,0,92.96520233,93.6469574,92.73796844,83.65595245,95.63417053,0,NaN,0.003814755,0.000982016
02-01-2020 19:50,0,1,0,0,0,0,92.51074219,93.19244385,92.28352356,83.60604095,95.01070404,0,NaN,0.003814755,0.003814755
02-01-2020 20:00,0,1,0,0,0,0,92.05632019,92.73796844,92.01808167,83.42908478,94.55608368,0,NaN,0.003814755,0.003172668
02-01-2020 20:10,0,1,0,0,0,0,91.80438232,92.48599243,91.57719421,83.42908478,94.10150146,0,NaN,0.003814755,0.003814755
02-01-2020 20:20,0,1,0,0,0,0,91.35900879,92.04057312,91.14758301,83.20223236,93.6469574,0,NaN,0.003814755,0.003814755
02-01-2020 20:30,0,1,0,0,0,0,90.92041779,91.60193634,90.69326782,83.20223236,93.19244385,0.003701446,NaN,0.003814755,0.003814755
02-01-2020 20:40,0,1,0,0,0,0,90.69326782,91.15208435,90.46612549,83.20223236,92.74246979,0,NaN,0.003814755,0.003814755
02-01-2020 20:50,0,1,0,0,0,0,90.23899078,90.92041779,90.02536011,82.97537994,92.29701996,0,NaN,0.003814755,0.000226619
02-01-2020 21:00,0,1,0,0,0,0,90.01186371,90.49311066,89.78474426,82.97537994,92.05632019,0,NaN,0.003814755,0
02-01-2020 21:10,0,1,0,0,0,0,89.55763245,90.23899078,89.36460114,82.97537994,91.60193634,0,NaN,0.003814755,0.003242542
02-01-2020 21:20,0,1,0,0,0,0,89.33053589,89.8252182,89.10344696,82.74854279,91.37475586,0,NaN,0.003814755,0.003814755
02-01-2020 21:30,0,1,0,0,0,0,88.9280777,89.55763245,88.87636566,82.74854279,90.92041779,0,NaN,0.003814755,0.000868707
02-01-2020 21:40,0,1,0,0,0,0,88.64929199,89.33053589,88.48517609,82.52171326,90.69326782,0,NaN,0.003814755,0.001057556
02-01-2020 21:50,0,1,0,0,0,0,88.42222595,88.87636566,88.19517517,82.52171326,90.46612549,0,NaN,0.00260612,0.001208635
02-01-2020 22:00,0,1,0,0,0,0,88.05579376,88.64929199,87.96812439,82.29489136,90.0995636,0,NaN,0.001473024,0
02-01-2020 22:10,0,1,0,0,0,0,87.74108887,88.2918396,87.51406097,82.29489136,89.88143921,0,NaN,0,0.003814755
02-01-2020 22:20,0,1,0,0,0,0,87.51406097,88.07602692,87.28704071,82.06807709,89.66556549,0.002001802,NaN,0.003814755,0.002001802
02-01-2020 22:30,0,1,0,0,0,0,87.28704071,87.74108887,87.06003571,82.06807709,89.44408417,0.001907378,NaN,0.003814755,0.003814755
02-01-2020 22:40,0,1,0,0,0,0,86.9499054,87.51406097,86.8330307,81.95804596,89.33053589,0,NaN,0.003814755,0.001964032
02-01-2020 22:50,0,1,0,0,0,0,86.73189545,87.28704071,86.60604095,81.84127045,89.10344696,0,NaN,0.003814755,0.001699644
02-01-2020 23:00,0,1,0,0,0,0,86.51839447,86.97238159,86.37905884,81.84127045,88.87636566,0,NaN,0.003814755,0.003814755
02-01-2020 23:10,0,1,0,0,0,0,86.30040741,86.75437164,86.15208435,81.61447906,88.64929199,0,NaN,0.003814755,0.001321945
02-01-2020 23:20,0,1,0,0,0,0,85.92511749,86.37905884,85.92511749,81.61447906,88.42222595,0,NaN,0.003814755,0.001133096
02-01-2020 23:30,0,1,0,0,0,0,85.86726379,86.32120514,85.69815826,81.61447906,88.42222595,0.002842367,NaN,0.003814755,0.003814755
02-01-2020 23:40,0,1,0,0,0,0,85.47121429,85.92511749,85.47121429,81.38768768,88.19517517,0,NaN,0.003814755,0
02-01-2020 23:50,0,1,0,0,0,0,85.24427795,85.69815826,85.24427795,81.38768768,87.96812439,0,NaN,0.003814755,0.003814755
02-02-2020 00:00,0,1,0,0,0,0,85.2175827,85.47121429,85.01734161,81.36100769,87.96812439,0,NaN,0.003814755,0.003814755
02-02-2020 00:10,0,1,0,0,0,0,85.00835419,85.24427795,84.79042053,81.16091156,87.74108887,0,NaN,0.003814755,0
02-02-2020 00:20,0,1,0,0,0,0,84.79042053,85.24427795,84.56351471,81.16091156,87.51406097,0,NaN,0.003814755,0.003814755
02-02-2020 00:30,0,1,0,0,0,0,84.56351471,85.01734161,84.35233307,81.16091156,87.51406097,0,NaN,0.003814755,0.003550366
02-02-2020 00:40,0,1,0,0,0,0,84.33660889,84.79042053,84.33660889,80.93414307,87.28704071,0,NaN,0.003323747,0.000491008
